"cid";"IUPAC Name";"SMILES"
"1037";"3-[18-(2-carboxyethyl)-7,12-bis(ethenyl)-3,8,13,17-tetramethyl-2,3,6,7,8,11,12,13,14,17,21,22,23,24-tetradecahydroporphyrin-2-yl]propanoic acid";"N1C2=CC3C(C(C=C)C(C=C4C(C(C=C)C(C=C5C(C(CCC(O)=O)C(=CC1=C(C2C)CCC(O)=O)N5)C)N4)C)N3)C"
"1038";"hydron";"[H+]"
"1039";"3-[18-(2-carboxyethyl)-8,13-bis(ethenyl)-3,7,12,17-tetramethyl-1,2,3,4,5,6,7,8,9,10,13,15,16,17,18,19,20,21,22,24-icosahydroporphyrin-2-yl]propanoic acid";"C1C2NC(CC3NC(C(C3C)C=C)CC3=C(C(C(CC4NC1C(CCC(O)=O)C4C)=N3)C=C)C)C(C2CCC(=O)O)C"
"1040";"3-[18-(2-carboxyethyl)-7,12-bis(ethenyl)-3,8,13,17-tetramethyl-3,12,13,21-tetrahydroporphyrin-2-yl]propanoic acid";"CC1=C(C2=CC3=C(CCC(=O)O)C(C(=CC4=NC(=CC5=NC(=CC1=N2)C(C)C5C=C)C(=C4C=C)C)N3)C)CCC(=O)O"
"1041";"[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl] phosphono hydrogen phosphate";"OP(O)(OCC1C(O)C(O)C(OP(OP(O)(O)=O)(O)=O)O1)=O"
"1042";"[5-(2,4-dioxo-1H-pyrimidin-5-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate";"OP(O)(=O)OCC1OC(C(C1O)O)C=1C(NC(NC=1)=O)=O"
"1043";"pteridine";"c12cncnc1nccn2"
"1044";"7H-purine";"c1nc2nc[nH]c2cn1"
"1045";"butane-1,4-diamine";"NCCCCN"
"1046";"pyrazine-2-carboxamide";"n1c(C(=O)N)cncc1"
"1047";"pyrazine-2-carboxylic acid";"O=C(O)c1nccnc1"
"1048";"1H-pyrazole";"c1cn[nH]c1"
"1049";"pyridine";"c1ccccn1"
"1050";"3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carbaldehyde";"O=Cc1c(cnc(c1O)C)CO"
"1051";"(4-formyl-5-hydroxy-6-methylpyridin-3-yl)methyl dihydrogen phosphate";"OP(O)(OCc1cnc(C)c(O)c1C=O)=O"
"1052";"4-(aminomethyl)-5-(hydroxymethyl)-2-methylpyridin-3-ol";"c1(CN)c(cnc(c1O)C)CO"
"1053";"[4-(aminomethyl)-5-hydroxy-6-methylpyridin-3-yl]methyl dihydrogen phosphate";"OP(O)(OCc1c(CN)c(c(nc1)C)O)=O"
"1054";"4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol";"OCc1c(O)c(ncc1CO)C"
"1055";"[5-hydroxy-4-(hydroxymethyl)-6-methylpyridin-3-yl]methyl dihydrogen phosphate";"OP(O)(OCc1c(CO)c(O)c(C)nc1)=O"
"1056";"1,2-dihydropyrimidine";"C1=NCNC=C1"
"1057";"benzene-1,2,3-triol";"Oc1cccc(O)c1O"
"1058";"phosphono hydrogen phosphate";"OP(O)(=O)OP([O-])(O)=O"
"1059";"4-hydroxy-3,4-dihydro-2H-pyrrole-2-carboxylic acid";"C=1C(CC(C(=O)O)N=1)O"
"1060";"2-oxopropanoic acid";"CC(=O)C(O)=O"
"1061";"phosphate";"[O-]P([O-])([O-])=O"
"1062";"2-(3,7-dimethylocta-2,6-dienyl)-5,6-dimethoxy-3-methylbenzene-1,4-diol";"CC(C)=CCCC(C)=CCc1c(c(O)c(c(c1O)OC)OC)C"
"1063";"2-amino-5-[[(4,5-dihydroxycyclopent-2-en-1-yl)amino]methyl]pyrrolo[2,3-d]pyrimidin-4-one";"C1=CC(NCC=2C=NC=3C=2C(=O)N=C(N)N=3)C(C1O)O"
"1064";"1,3,4,5-tetrahydroxycyclohexane-1-carboxylic acid";"OC1CC(CC(O)C1O)(C(O)=O)O"
"1065";"(5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl)-(6-methoxyquinolin-4-yl)methanol";"c12nccc(C(C3CC4C(CN3CC4)C=C)O)c1cc(OC)cc2"
"1066";"pyridine-2,3-dicarboxylic acid";"OC(=O)c1ncccc1C(=O)O"
"1067";"2-[[4-carboxy-4-[2-[hydroxy-[2,3,4-trihydroxy-5-(8-hydroxy-2,4-dioxo-1,5,5a,6,7,8,9,9a-octahydropyrimido[4,5-b]quinolin-10-yl)pentoxy]phosphoryl]oxypropanoylamino]butanoyl]amino]pentanedioic acid";"C12CC=3C(NC(=O)NC=3N(CC(C(C(O)COP(O)(=O)OC(C)C(NC(C(=O)O)CCC(NC(C(=O)O)CCC(O)=O)=O)=O)O)O)C1CC(CC2)O)=O"
"1068";"methylsulfanylmethane";"CSC"
"1069";"2-methyl-3-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)-1,4-dihydronaphthalene-1,4-diol";"CC(C)=CCCC(=CCCC(C)=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(C)=CCC=1C(O)c2ccccc2C(O)C=1C)C)C)C)C"
"1070";"3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal";"CC1(C)CCCC(=C1C=CC(C)=CC=CC(C)=CC=O)C"
"1071";"3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraen-1-ol";"CC1(C)CCCC(C)=C1C=CC(=CC=CC(C)=CCO)C"
"1072";"7,8-dimethyl-10-(2,3,4,5-tetrahydroxypentyl)benzo[g]pteridine-2,4-dione";"Cc1c(cc2c(N(CC(C(O)C(CO)O)O)C=3C(C(=O)N=C(N=3)O)=N2)c1)C"
"1073";"[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl] dihydrogen phosphate";"OP(O)(=O)OCC1C(C(O)C(OP(O)(O)=O)O1)O"
"1074";"[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl] dihydrogen phosphate";"OP(O)(OC1C(C(O)C(O1)CO)O)=O"
"1076";"S-(8-amino-8-oxo-1-sulfanyloctan-3-yl) ethanethioate";"CC(SC(CCCCC(=O)N)CCS)=O"
"1077";"[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-(3-carboxy-3-oxopropyl)-methylsulfanium";"c1(c2c(ncn1)n(cn2)C1OC(C[S+](CCC(=O)C(O)=O)C)C(O)C1O)N"
"1078";"3-aminopropyl-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl]-methylsulfanium";"c1(c2c(ncn1)n(cn2)C1OC(C[S+](C)CCCN)C(O)C1O)N"
"1079";"(3-amino-3-carboxypropyl)-[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl]-methylsulfanium";"c1(c2c(ncn1)n(cn2)C1OC(C[S+](C)CCC(C(O)=O)N)C(O)C1O)N"
